phonebridgeId:ID(PhoneBridge),source_db,patient_id:long,phone_norm,phone_type,rc_call_count:float,campaign_count:float,campaigns_contacted,primary_campaign,:LABEL
RASFA:1001461:5122202983,RASFA,1001461,5122202983,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1001462:4785634604,RADP,1001462,4785634604,patient,0.0,0.0,,,PhoneBridge
RADP:1001462:9125535267,RADP,1001462,9125535267,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1001464:6149524239,RADY,1001464,6149524239,responsible_party,1.0,1.0,NRA,NRA,PhoneBridge
SMED:1001466:9725813421,SMED,1001466,9725813421,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1001470:3057497605,RADJ,1001470,3057497605,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1001473:7254325747,WRAD,1001473,7254325747,patient,0.0,0.0,,,PhoneBridge
WRAD:1001473:7759458847,WRAD,1001473,7759458847,cell,0.0,0.0,,,PhoneBridge
WRAD:1001473:7026380293,WRAD,1001473,7026380293,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1001476:9126602753,RADP,1001476,9126602753,responsible_party,0.0,0.0,,,PhoneBridge
RADS2:1001480:7139725325,RADS2,1001480,7139725325,patient,0.0,0.0,,,PhoneBridge
RADS2:1001480:7137597408,RADS2,1001480,7137597408,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1001484:7136305469,SAPA,1001484,7136305469,patient,0.0,0.0,,,PhoneBridge
SAPA:1001484:9729251020,SAPA,1001484,9729251020,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001485:9549689439,RADO,1001485,9549689439,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1001486:9726521743,SAPA,1001486,9726521743,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1001487:9547145484,RADU,1001487,9547145484,responsible_party,0.0,0.0,,,PhoneBridge
ACR:1001489:5139078127,ACR,1001489,5139078127,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1001491:2168943796,RADI2,1001491,2168943796,responsible_party,0.0,0.0,,,PhoneBridge
ACRB:1001494:2163278176,ACRB,1001494,2163278176,patient,0.0,0.0,,,PhoneBridge
RADB:1001495:5126137405,RADB,1001495,5126137405,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1001498:5615087619,RADJ,1001498,5615087619,patient,0.0,0.0,,,PhoneBridge
RADJ:1001498:5614665096,RADJ,1001498,5614665096,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1001500:7137999474,RADH,1001500,7137999474,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1001503:4195763811,RADT,1001503,4195763811,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1001504:5616958613,CIRPA,1001504,5616958613,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1001506:2108206359,RADX,1001506,2108206359,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1001510:7027213885,RADQ,1001510,7027213885,patient,0.0,0.0,,,PhoneBridge
RADQ:1001510:7258769469,RADQ,1001510,7258769469,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1001511:4079021548,CIRPA,1001511,4079021548,responsible_party,0.0,0.0,,,PhoneBridge
RADG:1001512:8658310482,RADG,1001512,8658310482,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001513:8135648594,RADO,1001513,8135648594,patient,0.0,0.0,,,PhoneBridge
RADO:1001513:4079075887,RADO,1001513,4079075887,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1001516:8139747803,RADJ,1001516,8139747803,patient,0.0,0.0,,,PhoneBridge
RADJ:1001516:5617957754,RADJ,1001516,5617957754,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1001518:9317078496,RADL,1001518,9317078496,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1001519:9543561621,RADE,1001519,9543561621,patient,0.0,0.0,,,PhoneBridge
RADE:1001519:8132480650,RADE,1001519,8132480650,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1001522:7068623187,RADD,1001522,7068623187,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1001525:6157252120,NRAA,1001525,6157252120,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001528:8132809825,RADO,1001528,8132809825,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1001531:8658848607,RADL,1001531,8658848607,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1001532:2108691778,RADX,1001532,2108691778,patient,0.0,0.0,,,PhoneBridge
RADX:1001532:8179246591,RADX,1001532,8179246591,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1001534:6142739599,RADT,1001534,6142739599,patient,0.0,0.0,,,PhoneBridge
RADT:1001534:9375028113,RADT,1001534,9375028113,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1001537:9723745618,RADX,1001537,9723745618,patient,0.0,0.0,,,PhoneBridge
RADX:1001537:7139007661,RADX,1001537,7139007661,responsible_party,0.0,0.0,,,PhoneBridge
RADG:1001541:4239675585,RADG,1001541,4239675585,patient,0.0,0.0,,,PhoneBridge
RADG:1001541:9012627580,RADG,1001541,9012627580,responsible_party,0.0,0.0,,,PhoneBridge
GSIA:1001543:7132612593,GSIA,1001543,7132612593,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1001546:8654174222,NRA,1001546,8654174222,patient,0.0,0.0,,,PhoneBridge
RADH:1001549:7138696806,RADH,1001549,7138696806,responsible_party,1.0,1.0,PXP,PXP,PhoneBridge
GSIA:1001553:2102078426,GSIA,1001553,2102078426,patient,0.0,0.0,,,PhoneBridge
RADS:1001555:4232171027,RADS,1001555,4232171027,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1001556:8137028814,CIRPA,1001556,8137028814,patient,0.0,0.0,,,PhoneBridge
CIRPA:1001556:9045093860,CIRPA,1001556,9045093860,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001560:4193791204,RADN,1001560,4193791204,patient,0.0,0.0,,,PhoneBridge
RADN:1001560:5132573420,RADN,1001560,5132573420,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1001565:3059329098,RADU,1001565,3059329098,cell,0.0,0.0,,,PhoneBridge
RADU:1001565:3057068273,RADU,1001565,3057068273,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1001566:9013551093,PMR,1001566,9013551093,responsible_party,1.0,1.0,PMR,PMR,PhoneBridge
RADR:1001567:6156937477,RADR,1001567,6156937477,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1001571:9013174884,NRA,1001571,9013174884,patient,0.0,0.0,,,PhoneBridge
NRA:1001571:9012567544,NRA,1001571,9012567544,responsible_party,0.0,0.0,,,PhoneBridge
ESR:1001573:3056153077,ESR,1001573,3056153077,patient,0.0,0.0,,,PhoneBridge
ESR:1001573:5614282397,ESR,1001573,5614282397,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001576:9373513894,RADN,1001576,9373513894,patient,0.0,0.0,,,PhoneBridge
RADN:1001576:4192611104,RADN,1001576,4192611104,responsible_party,0.0,0.0,,,PhoneBridge
RADJ:1001579:4079196042,RADJ,1001579,4079196042,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1001583:2102782779,IAI,1001583,2102782779,patient,0.0,0.0,,,PhoneBridge
IAI:1001583:9723354355,IAI,1001583,9723354355,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001586:4194854952,RADN,1001586,4194854952,responsible_party,0.0,0.0,,,PhoneBridge
RADK:1001590:7706001215,RADK,1001590,7706001215,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1001594:7028159197,RADQ,1001594,7028159197,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1001594:7258953455,RADQ,1001594,7258953455,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADH:1001596:7137922445,RADH,1001596,7137922445,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1001597:2107509700,RADH,1001597,2107509700,responsible_party,0.0,0.0,,,PhoneBridge
RADG:1001599:6157788545,RADG,1001599,6157788545,responsible_party,0.0,0.0,,,PhoneBridge
RADG:1001602:6159401668,RADG,1001602,6159401668,patient,0.0,0.0,,,PhoneBridge
RADG:1001602:4236844633,RADG,1001602,4236844633,responsible_party,0.0,0.0,,,PhoneBridge
RADA:1001606:4239672890,RADA,1001606,4239672890,responsible_party,0.0,0.0,,,PhoneBridge
RADK:1001610:9126082480,RADK,1001610,9126082480,patient,0.0,0.0,,,PhoneBridge
RADK:1001610:7708321299,RADK,1001610,7708321299,responsible_party,0.0,0.0,,,PhoneBridge
CRC:1001613:2163666720,CRC,1001613,2163666720,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1001615:4197629392,RADT,1001615,4197629392,cell,0.0,0.0,,,PhoneBridge
RADT:1001615:2163599192,RADT,1001615,2163599192,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1001619:4194022017,RADY,1001619,4194022017,patient,0.0,0.0,,,PhoneBridge
RADY:1001619:4196214125,RADY,1001619,4196214125,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1001624:4239840164,RADL,1001624,4239840164,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001628:3052985457,RADO,1001628,3052985457,cell,0.0,0.0,,,PhoneBridge
RADO:1001628:5616284870,RADO,1001628,5616284870,responsible_party,1.0,1.0,NRAA,NRAA,PhoneBridge
RADE:1001632:9046104869,RADE,1001632,9046104869,patient,0.0,0.0,,,PhoneBridge
RADE:1001632:3052341727,RADE,1001632,3052341727,responsible_party,0.0,0.0,,,PhoneBridge
CRC:1001636:3303710966,CRC,1001636,3303710966,responsible_party,1.0,1.0,PMR,PMR,PhoneBridge
RADB:1001638:2147890213,RADB,1001638,2147890213,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1001640:5618133412,PXP,1001640,5618133412,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1001642:7256199758,WRAD,1001642,7256199758,responsible_party,0.0,0.0,,,PhoneBridge
TRI:1001646:6155095447,TRI,1001646,6155095447,responsible_party,0.0,0.0,,,PhoneBridge
RADF:1001647:7252535739,RADF,1001647,7252535739,responsible_party,0.0,0.0,,,PhoneBridge
RADZ:1001652:9046865445,RADZ,1001652,9046865445,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1001656:8652543841,NRAA,1001656,8652543841,patient,0.0,0.0,,,PhoneBridge
NRAA:1001656:8658149802,NRAA,1001656,8658149802,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1001658:8174967347,SAPA,1001658,8174967347,patient,0.0,0.0,,,PhoneBridge
SAPA:1001658:2145182113,SAPA,1001658,2145182113,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1001661:3056752321,PXP,1001661,3056752321,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1001663:5618012090,RADE,1001663,5618012090,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1001665:8173754315,RASFA,1001665,8173754315,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001666:3306492113,RADN,1001666,3306492113,patient,0.0,0.0,,,PhoneBridge
RADN:1001666:2163501407,RADN,1001666,2163501407,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1001669:6153863540,PMR,1001669,6153863540,responsible_party,0.0,0.0,,,PhoneBridge
RADR:1001675:6153070113,RADR,1001675,6153070113,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1001679:9127805961,RADI,1001679,9127805961,patient,0.0,0.0,,,PhoneBridge
RADI:1001679:4047313274,RADI,1001679,4047313274,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1001681:2107284343,RASFA,1001681,2107284343,patient,1.0,1.0,GSIA,GSIA,PhoneBridge
RASFA:1001681:7137181397,RASFA,1001681,7137181397,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001685:4194594089,RADN,1001685,4194594089,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1001688:6159342670,MRB,1001688,6159342670,responsible_party,0.0,0.0,,,PhoneBridge
ESR:1001689:9547737742,ESR,1001689,9547737742,responsible_party,0.0,0.0,,,PhoneBridge
RADX:1001692:8179457851,RADX,1001692,8179457851,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1001694:4234548231,NRAA,1001694,4234548231,responsible_party,1.0,1.0,NRAA,NRAA,PhoneBridge
RADP:1001697:4043565928,RADP,1001697,4043565928,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1001701:7067555407,RADP,1001701,7067555407,patient,0.0,0.0,,,PhoneBridge
RADP:1001701:4048793844,RADP,1001701,4048793844,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1001704:7258146376,WRAD,1001704,7258146376,patient,0.0,0.0,,,PhoneBridge
WRAD:1001704:7754976176,WRAD,1001704,7754976176,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1001706:9017532661,NRA,1001706,9017532661,patient,0.0,0.0,,,PhoneBridge
NRA:1001706:8655138022,NRA,1001706,8655138022,responsible_party,0.0,0.0,,,PhoneBridge
RADL:1001710:6152867864,RADL,1001710,6152867864,patient,0.0,0.0,,,PhoneBridge
RADL:1001710:8656175103,RADL,1001710,8656175103,responsible_party,0.0,0.0,,,PhoneBridge
NRA:1001711:9014227743,NRA,1001711,9014227743,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1001718:4048850522,RADP,1001718,4048850522,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1001719:9126010220,RADD,1001719,9126010220,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1001723:7256447755,RADQ,1001723,7256447755,responsible_party,1.0,1.0,SAPA,SAPA,PhoneBridge
RADM:1001727:9722671757,RADM,1001727,9722671757,responsible_party,0.0,0.0,,,PhoneBridge
RADR:1001729:9016983265,RADR,1001729,9016983265,responsible_party,0.0,0.0,,,PhoneBridge
TRI:1001731:4238691396,TRI,1001731,4238691396,patient,0.0,0.0,,,PhoneBridge
TRI:1001731:9018544863,TRI,1001731,9018544863,responsible_party,0.0,0.0,,,PhoneBridge
ACR:1001737:2162316863,ACR,1001737,2162316863,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1001740:9724904357,RADH,1001740,9724904357,patient,0.0,0.0,,,PhoneBridge
RADH:1001740:9729193479,RADH,1001740,9729193479,cell,0.0,0.0,,,PhoneBridge
RADH:1001740:8176295319,RADH,1001740,8176295319,responsible_party,0.0,0.0,,,PhoneBridge
NRAA:1001744:9018289813,NRAA,1001744,9018289813,responsible_party,0.0,0.0,,,PhoneBridge
ESR:1001745:4078678524,ESR,1001745,4078678524,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1001749:5122729213,RADM,1001749,5122729213,patient,0.0,0.0,,,PhoneBridge
RADM:1001749:9729650358,RADM,1001749,9729650358,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1001749:2102663945,RADM,1001749,2102663945,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADO:1001750:5614354588,RADO,1001750,5614354588,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1001754:4235838355,MRB,1001754,4235838355,patient,0.0,0.0,,,PhoneBridge
MRB:1001754:9315982623,MRB,1001754,9315982623,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1001755:4078624867,PXP,1001755,4078624867,patient,0.0,0.0,,,PhoneBridge
PXP:1001755:4073127743,PXP,1001755,4073127743,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1001758:9728126532,SAPA,1001758,9728126532,responsible_party,0.0,0.0,,,PhoneBridge
RADT:1001759:6148344868,RADT,1001759,6148344868,responsible_party,1.0,1.0,GRH,GRH,PhoneBridge
RADG:1001761:4235255474,RADG,1001761,4235255474,responsible_party,0.0,0.0,,,PhoneBridge
TRI:1001763:4233391914,TRI,1001763,4233391914,patient,0.0,0.0,,,PhoneBridge
TRI:1001763:9012587053,TRI,1001763,9012587053,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1001766:5139623923,RADY,1001766,5139623923,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1001767:9724534739,IAI,1001767,9724534739,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1001771:4788672806,RADI,1001771,4788672806,responsible_party,0.0,0.0,,,PhoneBridge
RADZ:1001774:8132616399,RADZ,1001774,8132616399,responsible_party,1.0,1.0,ESR,ESR,PhoneBridge
SMED:1001776:8174427828,SMED,1001776,8174427828,patient,0.0,0.0,,,PhoneBridge
SMED:1001776:2149822171,SMED,1001776,2149822171,responsible_party,0.0,0.0,,,PhoneBridge
RADZ:1001777:9543205706,RADZ,1001777,9543205706,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1001778:7706819187,RADI,1001778,7706819187,patient,0.0,0.0,,,PhoneBridge
RADI:1001778:4049247358,RADI,1001778,4049247358,responsible_party,0.0,0.0,,,PhoneBridge
RADF:1001782:7755791380,RADF,1001782,7755791380,patient,0.0,0.0,,,PhoneBridge
RADF:1001782:7256221229,RADF,1001782,7256221229,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1001784:5612815539,RADU,1001784,5612815539,patient,0.0,0.0,,,PhoneBridge
RADU:1001784:9544776480,RADU,1001784,9544776480,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1001785:5138356369,RADI2,1001785,5138356369,responsible_party,0.0,0.0,,,PhoneBridge
RADS2:1001789:8174048142,RADS2,1001789,8174048142,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001792:5139801400,RADN,1001792,5139801400,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1001795:6149170623,RADI2,1001795,6149170623,patient,0.0,0.0,,,PhoneBridge
RADI2:1001795:2166439037,RADI2,1001795,2166439037,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1001796:9017508762,MRB,1001796,9017508762,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1001796:9318952959,MRB,1001796,9318952959,responsible_party_cell,0.0,0.0,,,PhoneBridge
SAPA:1001799:8178588203,SAPA,1001799,8178588203,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1001799:9723114157,SAPA,1001799,9723114157,responsible_party_cell,0.0,0.0,,,PhoneBridge
NRA:1001802:9014005490,NRA,1001802,9014005490,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1001803:6787594994,RADP,1001803,6787594994,responsible_party,0.0,0.0,,,PhoneBridge
RADP:1001803:9122001014,RADP,1001803,9122001014,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADY:1001804:2164122866,RADY,1001804,2164122866,responsible_party,0.0,0.0,,,PhoneBridge
RADF:1001806:7025941458,RADF,1001806,7025941458,responsible_party,0.0,0.0,,,PhoneBridge
RADR:1001809:8658496320,RADR,1001809,8658496320,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001814:2166909118,RADN,1001814,2166909118,patient,0.0,0.0,,,PhoneBridge
RADN:1001814:9379786577,RADN,1001814,9379786577,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1001815:8137277734,CIRPA,1001815,8137277734,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1001819:5617455717,PXP,1001819,5617455717,responsible_party,1.0,1.0,IAI,IAI,PhoneBridge
NRA:1001822:9013501989,NRA,1001822,9013501989,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1001825:3057906855,CIRPA,1001825,3057906855,patient,1.0,1.0,GRH,GRH,PhoneBridge
CIRPA:1001825:4074096863,CIRPA,1001825,4074096863,responsible_party,0.0,0.0,,,PhoneBridge
RADH:1001828:5126892430,RADH,1001828,5126892430,responsible_party,0.0,0.0,,,PhoneBridge
RADF:1001832:7256777034,RADF,1001832,7256777034,responsible_party,0.0,0.0,,,PhoneBridge
ACRB:1001834:5134345429,ACRB,1001834,5134345429,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1001836:2142996019,RADM,1001836,2142996019,patient,0.0,0.0,,,PhoneBridge
RADM:1001836:9723472225,RADM,1001836,9723472225,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1001838:4787443202,RADD,1001838,4787443202,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1001840:5134380418,RADY,1001840,5134380418,responsible_party,0.0,0.0,,,PhoneBridge
RADQ:1001843:7757874862,RADQ,1001843,7757874862,responsible_party,0.0,0.0,,,PhoneBridge
RADA:1001844:9012105141,RADA,1001844,9012105141,patient,0.0,0.0,,,PhoneBridge
RADA:1001844:9319733227,RADA,1001844,9319733227,responsible_party,0.0,0.0,,,PhoneBridge
GRH:1001847:7704117453,GRH,1001847,7704117453,responsible_party,1.0,1.0,SAPA,SAPA,PhoneBridge
ESR:1001850:5615104166,ESR,1001850,5615104166,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1001851:4233605944,MRB,1001851,4233605944,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1001852:9124496782,RADD,1001852,9124496782,patient,0.0,0.0,,,PhoneBridge
RADD:1001852:9126387657,RADD,1001852,9126387657,responsible_party,0.0,0.0,,,PhoneBridge
ACR:1001858:5137297807,ACR,1001858,5137297807,patient,0.0,0.0,,,PhoneBridge
ACR:1001858:6147002671,ACR,1001858,6147002671,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001859:4077908208,RADO,1001859,4077908208,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1001862:5134646285,RADI2,1001862,5134646285,responsible_party,0.0,0.0,,,PhoneBridge
RADI2:1001862:9377386273,RADI2,1001862,9377386273,responsible_party_cell,0.0,0.0,,,PhoneBridge
NRA:1001864:9314257290,NRA,1001864,9314257290,responsible_party,0.0,0.0,,,PhoneBridge
RADU:1001868:9543613685,RADU,1001868,9543613685,patient,0.0,0.0,,,PhoneBridge
RADU:1001868:3058271703,RADU,1001868,3058271703,responsible_party,0.0,0.0,,,PhoneBridge
RADD:1001871:4785096382,RADD,1001871,4785096382,responsible_party,0.0,0.0,,,PhoneBridge
MRB:1001872:9014406891,MRB,1001872,9014406891,patient,0.0,0.0,,,PhoneBridge
MRB:1001872:4239291872,MRB,1001872,4239291872,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1001875:2104932154,SAPA,1001875,2104932154,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1001877:5139262664,RADC,1001877,5139262664,responsible_party,0.0,0.0,,,PhoneBridge
RADM:1001879:8178107699,RADM,1001879,8178107699,patient,0.0,0.0,,,PhoneBridge
SAPA:1001880:7136663262,SAPA,1001880,7136663262,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1001883:6154993190,RADS,1001883,6154993190,responsible_party,0.0,0.0,,,PhoneBridge
RADE:1001886:4074550720,RADE,1001886,4074550720,patient,0.0,0.0,,,PhoneBridge
RADE:1001886:4077657735,RADE,1001886,4077657735,responsible_party,0.0,0.0,,,PhoneBridge
RADI:1001887:7704942024,RADI,1001887,7704942024,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001888:6146123534,RADN,1001888,6146123534,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1001891:8175019039,SMED,1001891,8175019039,patient,0.0,0.0,,,PhoneBridge
SMED:1001891:8172487649,SMED,1001891,8172487649,responsible_party,0.0,0.0,,,PhoneBridge
RADN:1001893:9374152429,RADN,1001893,9374152429,patient,1.0,1.0,GSIA,GSIA,PhoneBridge
RADN:1001893:2168830104,RADN,1001893,2168830104,cell,0.0,0.0,,,PhoneBridge
RADN:1001893:4195387182,RADN,1001893,4195387182,responsible_party,0.0,0.0,,,PhoneBridge
TRI:1001895:6152747358,TRI,1001895,6152747358,responsible_party,0.0,0.0,,,PhoneBridge
RADR:1001897:9313050522,RADR,1001897,9313050522,patient,0.0,0.0,,,PhoneBridge
RADR:1001897:6153863882,RADR,1001897,6153863882,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1001899:6143611674,RADC,1001899,6143611674,responsible_party,0.0,0.0,,,PhoneBridge
PXP:1001903:9544668382,PXP,1001903,9544668382,responsible_party,0.0,0.0,,,PhoneBridge
GRH:1001905:6783469681,GRH,1001905,6783469681,patient,0.0,0.0,,,PhoneBridge
GRH:1001905:4043961475,GRH,1001905,4043961475,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1001909:8659510854,PMR,1001909,8659510854,patient,0.0,0.0,,,PhoneBridge
PMR:1001909:4234112078,PMR,1001909,4234112078,responsible_party,0.0,0.0,,,PhoneBridge
CIRPA:1001913:4072946245,CIRPA,1001913,4072946245,patient,0.0,0.0,,,PhoneBridge
CIRPA:1001913:8133135710,CIRPA,1001913,8133135710,responsible_party,0.0,0.0,,,PhoneBridge
PMR:1001916:8653079591,PMR,1001916,8653079591,patient,0.0,0.0,,,PhoneBridge
PMR:1001916:6154465916,PMR,1001916,6154465916,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1001919:8657801362,RADS,1001919,8657801362,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1001919:6156911469,RADS,1001919,6156911469,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADB:1001922:5127029792,RADB,1001922,5127029792,responsible_party,0.0,0.0,,,PhoneBridge
RADB:1001922:5122972907,RADB,1001922,5122972907,responsible_party_cell,0.0,0.0,,,PhoneBridge
RADR:1001926:4237766570,RADR,1001926,4237766570,patient,0.0,0.0,,,PhoneBridge
RADR:1001926:9319784202,RADR,1001926,9319784202,responsible_party,0.0,0.0,,,PhoneBridge
WRAD:1001928:7022525268,WRAD,1001928,7022525268,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1001930:6145650984,RADY,1001930,6145650984,patient,0.0,0.0,,,PhoneBridge
RADY:1001930:6142088389,RADY,1001930,6142088389,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1001933:4196417343,RADC,1001933,4196417343,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1001934:2145158552,SMED,1001934,2145158552,responsible_party,0.0,0.0,,,PhoneBridge
RADC:1001936:5137321698,RADC,1001936,5137321698,patient,0.0,0.0,,,PhoneBridge
RADC:1001936:6148235030,RADC,1001936,6148235030,responsible_party,0.0,0.0,,,PhoneBridge
RADS:1001938:4233664193,RADS,1001938,4233664193,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1001940:8174093082,RASFA,1001940,8174093082,patient,0.0,0.0,,,PhoneBridge
RASFA:1001940:8173045775,RASFA,1001940,8173045775,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1001944:2144723178,RASFA,1001944,2144723178,responsible_party,0.0,0.0,,,PhoneBridge
RADZ:1001948:3058134446,RADZ,1001948,3058134446,responsible_party,0.0,0.0,,,PhoneBridge
RADY:1001952:6146732202,RADY,1001952,6146732202,responsible_party,0.0,0.0,,,PhoneBridge
RASFA:1001956:8177181904,RASFA,1001956,8177181904,responsible_party,0.0,0.0,,,PhoneBridge
GRH:1001960:4045744278,GRH,1001960,4045744278,responsible_party,0.0,0.0,,,PhoneBridge
SAPA:1001962:8175928586,SAPA,1001962,8175928586,responsible_party,0.0,0.0,,,PhoneBridge
RADG:1001964:9315145250,RADG,1001964,9315145250,responsible_party,0.0,0.0,,,PhoneBridge
RADB:1001968:2109130196,RADB,1001968,2109130196,responsible_party,1.0,1.0,CRC,CRC,PhoneBridge
PXP:1001972:4072274284,PXP,1001972,4072274284,patient,0.0,0.0,,,PhoneBridge
PXP:1001972:9546972759,PXP,1001972,9546972759,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001975:9044890241,RADO,1001975,9044890241,patient,0.0,0.0,,,PhoneBridge
RADO:1001975:4079896644,RADO,1001975,4079896644,responsible_party,0.0,0.0,,,PhoneBridge
SMED:1001976:9725403312,SMED,1001976,9725403312,responsible_party,0.0,0.0,,,PhoneBridge
IAI:1001977:2142720469,IAI,1001977,2142720469,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001980:4078609970,RADO,1001980,4078609970,responsible_party,0.0,0.0,,,PhoneBridge
RADO:1001980:3053976247,RADO,1001980,3053976247,responsible_party_cell,0.0,0.0,,,PhoneBridge
