rccallId:ID(RCCall),campaign_name,skill_name,agent_name,team_name,start_date,pre_queue:int,in_queue:int,agent_time:int,acw_time:int,total_time:int,abandon_time:int,abandon,sla:int,disp_name,hold_time:int,ani_norm,rc_attributable:boolean,tags,:LABEL
593000001309,SAPA,CRC English,Brandon Smith,Team Beta,2026-01-12,227,0,318,60,605,0,N,1,Left Message,38,4713127412,True,,RCCall
593000001310,SAPA,PMR English,Amanda Johnson,Team Gamma,2025-12-19,7,0,643,36,686,0,N,1,Left Message,20,6832391797,True,Escalation,RCCall
593000001311,TRI,PMR English,David Chen,Team Gamma,2025-09-05,29,24,992,25,1070,0,N,0,Resolved,13,9562681555,True,,RCCall
593000001312,GSIA,SAPA English,Amanda Johnson,Team Alpha,2026-03-23,251,19,74,81,425,35,Y,1,Promise to Pay,8,4574616811,True,Escalation,RCCall
593000001313,PMR,NRA English,Jennifer Lee,Team Gamma,2025-08-15,161,9,982,24,1176,0,N,1,Resolved,39,4932548201,True,First Time Call,RCCall
593000001314,GSIA,Outbound Collection,Christopher Martinez,PXP - Sagility,2026-01-18,228,23,772,3,1026,0,N,0,Answering Machine,31,7055693654,True,,RCCall
593000001315,MRB,Espanol,Sarah Thompson,Collections North,2025-05-21,251,5,675,107,1038,0,N,1,No Answer,24,9263277796,True,Repeat Caller,RCCall
593000001316,IAI,IAI English,Jerome Viloria,Team Gamma,2025-05-17,110,17,441,16,584,0,N,1,Wrong Number,17,3149626801,True,Repeat Caller,RCCall
593000001317,NRAA,Espanol,Robert Garcia,RCM Offshore,2025-07-01,9,8,522,7,546,6,Y,1,Payment Collected,32,6251264788,True,First Time Call,RCCall
593000001318,CRC,PMR English,Amanda Johnson,Team Alpha,2025-08-11,10,16,841,39,906,0,N,1,Callback Scheduled,43,9195023504,True,,RCCall
593000001319,GSIA,Espanol,Sarah Thompson,Team Beta,2026-01-13,3,18,348,57,426,0,N,1,No Answer,36,7575174111,True,Escalation,RCCall
593000001320,RASFA,SAPA English,Robert Garcia,Collections North,2025-08-31,199,0,1195,41,1435,0,N,1,Promise to Pay,40,4852818112,True,,RCCall
593000001321,TRI,NRA English,Nicole Brown,PXP - Sagility,2026-02-26,266,0,298,78,642,0,N,1,Disconnected,46,9361889604,True,First Time Call,RCCall
593000001322,NRAA,PMR English,Jennifer Lee,PXP - Sagility,2026-04-19,104,16,1140,49,1309,0,N,1,Promise to Pay,9,3995216154,True,First Time Call,RCCall
593000001323,PMR,PMR English,Amanda Johnson,Collections North,2025-07-23,190,19,296,42,547,0,N,1,Resolved,32,4891822099,True,,RCCall
593000001324,ACR,NRA English,Christopher Martinez,Collections North,2025-07-12,98,10,941,6,1055,0,N,1,In Queue,45,5206039759,True,,RCCall
593000001325,GRH,NRA English,Nicole Brown,Team Gamma,2026-02-12,232,28,189,63,512,0,N,0,Left Message,21,2075967232,True,,RCCall
593000001326,SAPA,PMR English,Robert Garcia,PXP - Sagility,2025-06-13,260,26,603,102,991,0,N,0,In Queue,15,9419061724,True,First Time Call,RCCall
593000001327,RASFA,PMR English,Maria Santos,Team Alpha,2025-08-29,110,2,1129,69,1310,0,N,1,Resolved,24,6341522025,True,Repeat Caller,RCCall
593000001328,NRAA,CRC English,Sarah Thompson,Team Beta,2025-08-02,169,26,703,8,906,0,N,0,No Answer,32,5578101818,True,,RCCall
593000001329,NRA,NRA English,Robert Garcia,Team Beta,2025-12-12,167,15,692,113,987,160,Y,1,No Answer,2,5699815211,True,,RCCall
593000001330,PXP,Inbound Main,Jennifer Lee,RCM Offshore,2026-03-07,77,19,327,11,434,0,N,1,Promise to Pay,15,8026673290,True,First Time Call,RCCall
593000001331,NRA,NRA English,Sarah Thompson,Team Alpha,2025-08-24,40,9,535,39,623,0,N,1,Promise to Pay,48,9783672390,True,First Time Call,RCCall
593000001332,NRA,Inbound Main,Ashley Wilson,Collections South,2026-02-24,177,23,1077,112,1389,0,N,0,Resolved,47,4196081544,True,,RCCall
593000001333,PXP,Inbound Main,Nicole Brown,Collections South,2026-03-10,231,17,532,74,854,0,N,1,Resolved,9,7343632350,True,Repeat Caller,RCCall
593000001334,TRI,Espanol,Nicole Brown,Collections South,2025-09-07,37,17,371,72,497,0,N,1,Disconnected,6,3724209651,True,Escalation,RCCall
593000001335,PMR,Inbound Main,Michael Rivera,Team Beta,2026-03-13,94,23,373,74,564,0,N,0,Payment Collected,1,4660488261,True,Escalation,RCCall
593000001336,SAPA,CRC English,Amanda Johnson,PXP - Sagility,2025-11-04,263,7,400,118,788,0,N,1,Resolved,21,7495089417,True,Escalation,RCCall
593000001337,PXP,PMR English,Ashley Wilson,PXP - Sagility,2025-05-26,175,27,557,74,833,160,Y,0,Wrong Number,13,4549022742,True,Escalation,RCCall
593000001338,IAI,Inbound Main,Robert Garcia,PXP - Sagility,2026-02-28,172,10,259,87,528,0,N,1,Disconnected,2,2165320020,True,,RCCall
593000001339,IAI,IAI English,Sarah Thompson,Team Gamma,2026-02-25,185,15,660,86,946,0,N,1,Wrong Number,57,9196766904,False,Escalation,RCCall
593000001340,SAPA,SAPA English,Ashley Wilson,PXP - Sagility,2025-07-19,33,5,846,57,941,0,N,1,Callback Scheduled,20,7157197493,True,First Time Call,RCCall
593000001341,SAPA,Inbound Main,Christopher Martinez,Team Gamma,2025-09-18,91,12,452,1,556,0,N,1,Left Message,40,5751564852,True,,RCCall
593000001342,MRB,PMR English,Michael Rivera,Collections South,2025-07-09,11,23,648,28,710,0,N,0,Left Message,36,6369974122,True,,RCCall
593000001343,RASFA,NRA English,Robert Garcia,Collections South,2025-06-15,177,21,664,3,865,0,N,0,No Answer,23,2017539102,True,,RCCall
593000001344,PXP,Espanol,Jerome Viloria,Collections South,2026-01-16,229,20,233,45,527,0,N,1,Resolved,5,3448355466,True,First Time Call,RCCall
593000001345,RASFA,Inbound Main,Amanda Johnson,PXP - Sagility,2026-01-08,176,1,772,7,956,0,N,1,Disconnected,0,3998348303,True,,RCCall
593000001346,ESR,NRA English,Maria Santos,Team Beta,2025-05-24,22,0,366,15,403,0,N,1,Wrong Number,34,2321415241,True,,RCCall
593000001347,GRH,Outbound Collection,Michael Rivera,Collections South,2025-12-02,24,23,626,84,757,0,N,0,In Queue,21,9841872236,True,First Time Call,RCCall
593000001348,NRAA,SAPA English,Brandon Smith,Team Beta,2025-07-03,215,7,112,12,346,0,N,1,Patient Refused,46,7967328152,True,First Time Call,RCCall
593000001349,GSIA,IAI English,Robert Garcia,Team Beta,2026-04-24,84,24,805,17,930,0,N,0,In Queue,23,5456343330,True,,RCCall
593000001350,IAI,Outbound Collection,Sarah Thompson,RCM Offshore,2026-01-03,10,11,1165,25,1211,0,N,1,No Answer,29,5199924399,True,Repeat Caller,RCCall
593000001351,ESR,SAPA English,Maria Santos,Team Beta,2025-11-09,208,10,154,76,448,0,N,1,Promise to Pay,11,4777266641,True,First Time Call,RCCall
593000001352,IAI,PMR English,Robert Garcia,Collections South,2025-10-16,86,15,1151,1,1253,0,N,1,No Answer,43,9656190726,True,,RCCall
593000001353,NRA,IAI English,Jennifer Lee,RCM Offshore,2025-10-09,280,17,747,72,1116,0,N,1,Resolved,57,8966857310,True,,RCCall
593000001354,RASFA,NRA English,Robert Garcia,PXP - Sagility,2026-02-13,36,0,574,48,658,0,N,1,Wrong Number,10,3071752022,True,Escalation,RCCall
593000001355,SMED,CRC English,Sarah Thompson,PXP - Sagility,2026-03-17,121,1,655,95,872,0,N,1,Answering Machine,55,4363474076,True,,RCCall
593000001356,RASFA,PMR English,Jerome Viloria,Team Gamma,2026-01-26,37,11,956,97,1101,0,N,1,In Queue,54,5762545821,True,,RCCall
593000001357,PMR,SAPA English,Ashley Wilson,Collections South,2025-08-09,215,12,1158,92,1477,0,N,1,Promise to Pay,11,7534754033,False,First Time Call,RCCall
593000001358,SAPA,NRA English,Sarah Thompson,Collections North,2026-02-23,161,27,1067,8,1263,0,N,0,Disconnected,57,7140940567,True,,RCCall
593000001359,GRH,NRA English,Jennifer Lee,Team Beta,2025-08-12,219,1,913,49,1182,0,N,1,Left Message,16,7544679154,True,Repeat Caller,RCCall
593000001360,PXP,Inbound Main,Nicole Brown,PXP - Sagility,2025-06-13,284,3,1040,62,1389,0,N,1,Left Message,24,5733892944,True,,RCCall
593000001361,RASFA,CRC English,David Chen,Team Gamma,2026-02-16,74,3,489,54,620,0,N,1,Disconnected,57,4339358888,True,Escalation,RCCall
593000001362,ACRB,CRC English,Nicole Brown,Collections North,2026-04-18,84,12,1055,118,1269,0,N,1,Patient Refused,56,4989004407,True,Repeat Caller,RCCall
593000001363,SMED,PMR English,Robert Garcia,RCM Offshore,2025-11-09,27,13,631,68,739,0,N,1,Resolved,42,6832309427,True,,RCCall
593000001364,PMR,PMR English,Jennifer Lee,Team Alpha,2026-04-25,240,27,401,33,701,0,N,0,Callback Scheduled,19,9394128662,True,Escalation,RCCall
593000001365,PXP,PMR English,Michael Rivera,Team Gamma,2025-05-21,139,25,643,78,885,0,N,0,Patient Refused,21,2669295240,True,Escalation,RCCall
593000001366,ESR,SAPA English,Jerome Viloria,RCM Offshore,2026-04-29,199,11,579,48,837,0,N,1,No Answer,53,7385095165,True,,RCCall
593000001367,IAI,Inbound Main,David Chen,Team Alpha,2026-01-29,2,8,705,54,769,0,N,1,No Answer,28,5930072430,True,Escalation,RCCall
593000001368,TRI,IAI English,David Chen,PXP - Sagility,2026-01-23,253,11,499,6,769,34,Y,1,Disconnected,11,2791969223,True,Repeat Caller,RCCall
593000001369,SMED,Inbound Main,Christopher Martinez,Team Alpha,2025-11-09,158,20,980,52,1210,0,N,1,Resolved,32,4297181457,True,,RCCall
593000001370,PMR,SAPA English,Michael Rivera,Team Gamma,2025-12-10,253,8,477,31,769,0,N,1,Disconnected,17,2733019824,True,Repeat Caller,RCCall
593000001371,RASFA,IAI English,Sarah Thompson,Team Gamma,2026-04-28,236,24,382,104,746,0,N,0,Promise to Pay,34,3359794869,True,,RCCall
593000001372,SAPA,CRC English,Jennifer Lee,Team Alpha,2025-07-18,13,11,617,73,714,0,N,1,Promise to Pay,3,4726247635,True,First Time Call,RCCall
593000001373,NRAA,IAI English,Brandon Smith,PXP - Sagility,2026-01-14,174,29,1032,30,1265,0,N,0,Callback Scheduled,14,4785960050,True,,RCCall
593000001374,SAPA,NRA English,Sarah Thompson,Team Gamma,2026-02-05,208,23,96,44,371,0,N,0,Promise to Pay,48,6807476933,False,Escalation,RCCall
593000001375,RASFA,Inbound Main,Sarah Thompson,PXP - Sagility,2025-07-20,111,28,823,99,1061,0,N,0,Disconnected,21,9094655347,True,First Time Call,RCCall
593000001376,PMR,SAPA English,Jennifer Lee,PXP - Sagility,2025-12-22,124,24,154,23,325,0,N,0,Payment Collected,7,3329915685,True,Repeat Caller,RCCall
593000001377,PXP,Espanol,Ashley Wilson,Collections South,2025-09-07,134,12,307,33,486,0,N,1,Wrong Number,33,2941140990,True,Escalation,RCCall
593000001378,CRC,CRC English,Sarah Thompson,Team Beta,2025-10-21,59,11,965,87,1122,49,Y,1,In Queue,37,6630122984,True,,RCCall
593000001379,RASFA,PMR English,David Chen,Team Beta,2026-02-08,20,12,621,50,703,0,N,1,Disconnected,11,3604923310,True,Escalation,RCCall
593000001380,GRH,NRA English,Jennifer Lee,Collections South,2025-07-23,163,25,207,79,474,0,N,0,Resolved,42,8266065910,True,First Time Call,RCCall
593000001381,TRI,NRA English,Robert Garcia,RCM Offshore,2025-06-22,169,20,1056,44,1289,0,N,1,Disconnected,37,9176931470,True,Repeat Caller,RCCall
593000001382,MRB,IAI English,Jerome Viloria,Team Gamma,2025-12-11,157,18,204,26,405,0,N,1,Callback Scheduled,49,9536384386,True,Repeat Caller,RCCall
593000001383,CRC,NRA English,Amanda Johnson,Team Gamma,2026-02-24,26,5,213,56,300,0,N,1,Disconnected,31,5665082593,True,Repeat Caller,RCCall
593000001384,ACRB,IAI English,Brandon Smith,Team Gamma,2025-05-28,259,17,385,28,689,0,N,1,Left Message,56,6993216977,True,,RCCall
593000001385,PXP,SAPA English,Robert Garcia,Team Alpha,2026-01-06,183,11,726,7,927,0,N,1,Callback Scheduled,15,8735142825,True,,RCCall
593000001386,GRH,Outbound Collection,Jennifer Lee,PXP - Sagility,2025-06-13,267,0,709,74,1050,0,N,1,Callback Scheduled,47,2986081422,True,First Time Call,RCCall
593000001387,ACR,Espanol,Jennifer Lee,PXP - Sagility,2025-07-10,69,16,845,109,1039,0,N,1,Disconnected,59,7899640940,True,First Time Call,RCCall
593000001388,NRA,PMR English,Christopher Martinez,Team Alpha,2025-11-10,224,13,261,87,585,0,N,1,In Queue,58,5104537884,True,First Time Call,RCCall
593000001389,CRC,SAPA English,Christopher Martinez,Collections South,2025-11-11,159,27,382,98,666,0,N,0,Payment Collected,34,4300584995,True,,RCCall
593000001390,ACRB,CRC English,Maria Santos,Team Beta,2025-11-04,214,21,1130,32,1397,0,N,0,No Answer,26,2697318796,False,Escalation,RCCall
593000001391,PMR,PMR English,Amanda Johnson,RCM Offshore,2026-04-18,201,24,1142,113,1480,0,N,0,Resolved,27,6350852461,True,Escalation,RCCall
593000001392,SAPA,Espanol,David Chen,Collections South,2025-06-05,116,9,1024,50,1199,0,N,1,In Queue,44,5790535651,True,,RCCall
593000001393,PXP,Espanol,Jennifer Lee,Team Gamma,2025-07-27,107,8,846,112,1073,0,N,1,Promise to Pay,6,9274756249,True,First Time Call,RCCall
593000001394,NRA,Inbound Main,Brandon Smith,RCM Offshore,2026-01-29,47,4,334,102,487,0,N,1,Patient Refused,44,4338963424,True,,RCCall
593000001395,NRA,CRC English,Christopher Martinez,Collections South,2025-08-11,27,5,317,15,364,0,N,1,Payment Collected,39,3582442908,True,Repeat Caller,RCCall
593000001396,ACRB,IAI English,Michael Rivera,Collections South,2025-05-06,118,27,867,55,1067,89,Y,0,Callback Scheduled,50,5857145417,True,,RCCall
593000001397,TRI,PMR English,Maria Santos,Collections North,2025-09-25,239,15,504,90,848,0,N,1,Patient Refused,13,6151009491,True,,RCCall
593000001398,SAPA,Outbound Collection,Brandon Smith,Team Beta,2025-12-20,26,11,602,7,646,0,N,1,In Queue,14,9155536184,True,,RCCall
593000001399,NRAA,CRC English,Robert Garcia,Collections South,2025-06-07,131,19,1070,62,1282,0,N,1,Wrong Number,4,8602296983,True,Escalation,RCCall
593000001400,TRI,IAI English,Jennifer Lee,Collections North,2025-10-28,283,26,463,98,870,0,N,0,Resolved,3,9431472531,True,,RCCall
593000001401,MRB,Inbound Main,Nicole Brown,Team Beta,2026-02-14,97,20,165,48,330,0,N,1,Wrong Number,44,7287027676,True,First Time Call,RCCall
593000001402,TRI,CRC English,Sarah Thompson,RCM Offshore,2025-05-13,83,18,1182,15,1298,0,N,1,Wrong Number,18,2322424998,True,Repeat Caller,RCCall
593000001403,GRH,Outbound Collection,Jennifer Lee,RCM Offshore,2025-08-15,235,18,834,108,1195,0,N,1,Promise to Pay,49,3029392920,True,,RCCall
593000001404,RASFA,PMR English,Nicole Brown,Team Alpha,2025-11-28,138,0,507,49,694,0,N,1,Disconnected,29,2993925929,True,First Time Call,RCCall
593000001405,GRH,CRC English,Sarah Thompson,Team Alpha,2026-03-22,291,9,837,76,1213,0,N,1,Wrong Number,3,6098132100,True,Escalation,RCCall
593000001406,PMR,Outbound Collection,Amanda Johnson,PXP - Sagility,2025-07-06,250,1,908,79,1238,0,N,1,Promise to Pay,11,8573646485,True,First Time Call,RCCall
593000001407,IAI,NRA English,Robert Garcia,Team Beta,2025-07-28,143,16,580,16,755,0,N,1,In Queue,37,3163734105,True,First Time Call,RCCall
593000001408,PMR,NRA English,Michael Rivera,Team Alpha,2025-12-30,149,23,1101,14,1287,0,N,0,Wrong Number,56,8906046446,True,Escalation,RCCall
593000001409,IAI,Espanol,Michael Rivera,Team Alpha,2025-10-01,145,0,722,101,968,0,N,1,Patient Refused,54,4225955502,True,,RCCall
593000001410,PXP,SAPA English,Brandon Smith,Collections North,2025-08-19,166,14,205,100,485,0,N,1,Promise to Pay,27,4614518718,True,,RCCall
593000001411,CRC,Inbound Main,David Chen,Team Alpha,2025-11-24,19,7,111,63,200,0,N,1,Callback Scheduled,44,8511847367,True,Repeat Caller,RCCall
593000001412,NRA,Outbound Collection,Jerome Viloria,Collections North,2026-02-21,50,15,739,67,871,41,Y,1,Left Message,47,8259184197,True,Escalation,RCCall
593000001413,IAI,Inbound Main,Ashley Wilson,Collections North,2026-04-05,203,29,197,53,482,0,N,0,No Answer,54,3208465683,True,,RCCall
593000001414,PMR,Outbound Collection,Robert Garcia,Team Beta,2026-04-10,13,4,130,50,197,0,N,1,Disconnected,55,5429917911,True,Repeat Caller,RCCall
593000001415,ACRB,NRA English,Sarah Thompson,Team Alpha,2026-01-29,260,18,461,7,746,0,N,1,Wrong Number,24,6722867893,True,Repeat Caller,RCCall
593000001416,RASFA,Inbound Main,Jerome Viloria,Team Gamma,2026-03-17,183,22,615,2,822,0,N,0,No Answer,35,2976672679,True,First Time Call,RCCall
593000001417,MRB,CRC English,Nicole Brown,Team Alpha,2025-10-08,250,13,271,110,644,0,N,1,In Queue,2,8512638929,True,First Time Call,RCCall
593000001418,SAPA,NRA English,David Chen,Team Alpha,2025-10-17,17,12,1078,50,1157,9,Y,1,Resolved,35,2971741790,True,Escalation,RCCall
593000001419,SAPA,Outbound Collection,Michael Rivera,Collections South,2026-02-26,169,25,508,60,762,0,N,0,Disconnected,54,4581289694,True,,RCCall
593000001420,ACR,Outbound Collection,Michael Rivera,Team Beta,2025-11-14,156,28,427,91,702,0,N,0,Resolved,52,7358668755,True,Repeat Caller,RCCall
593000001421,CRC,Inbound Main,Michael Rivera,Collections North,2025-08-18,115,24,614,68,821,0,N,0,Payment Collected,8,9738262909,True,,RCCall
593000001422,GSIA,Inbound Main,Amanda Johnson,Team Gamma,2026-04-18,104,4,326,103,537,0,N,1,Payment Collected,8,5207766893,True,,RCCall
593000001423,GRH,PMR English,Michael Rivera,RCM Offshore,2025-05-03,234,0,366,112,712,0,N,1,Callback Scheduled,4,5303818495,True,,RCCall
593000001424,IAI,Inbound Main,Robert Garcia,Team Gamma,2025-10-07,43,21,769,69,902,0,N,0,Resolved,25,4796481526,True,,RCCall
593000001425,NRAA,PMR English,David Chen,PXP - Sagility,2026-04-12,25,18,808,30,881,0,N,1,Payment Collected,29,3555290287,True,,RCCall
593000001426,RASFA,IAI English,Maria Santos,Team Beta,2025-12-29,32,23,135,8,198,0,N,0,No Answer,15,3999755240,True,Repeat Caller,RCCall
593000001427,ACRB,SAPA English,Ashley Wilson,RCM Offshore,2025-11-05,254,28,320,71,673,0,N,0,In Queue,12,7816057654,True,Repeat Caller,RCCall
593000001428,SAPA,NRA English,Maria Santos,RCM Offshore,2025-06-07,285,8,214,58,565,0,N,1,No Answer,27,7666479535,True,,RCCall
593000001429,ACRB,PMR English,David Chen,RCM Offshore,2026-04-13,182,6,223,89,500,0,N,1,Wrong Number,31,6219889042,True,,RCCall
593000001430,NRAA,CRC English,David Chen,Team Alpha,2026-03-03,205,10,348,100,663,0,N,1,No Answer,24,7568474309,True,Escalation,RCCall
593000001431,GSIA,PMR English,Ashley Wilson,Team Beta,2025-10-20,17,27,779,80,903,0,N,0,Payment Collected,56,8968070828,True,,RCCall
593000001432,ESR,Inbound Main,Jerome Viloria,Collections North,2025-11-26,242,21,714,20,997,0,N,0,Callback Scheduled,37,9047009511,True,Repeat Caller,RCCall
593000001433,IAI,Outbound Collection,Amanda Johnson,Team Alpha,2025-10-07,19,16,842,37,914,0,N,1,Resolved,42,5796597683,True,,RCCall
593000001434,SMED,SAPA English,Maria Santos,Team Beta,2025-11-10,125,0,720,107,952,0,N,1,Patient Refused,20,9662167247,True,,RCCall
593000001435,GSIA,IAI English,Ashley Wilson,PXP - Sagility,2025-12-11,148,17,266,76,507,0,N,1,Promise to Pay,49,8500945128,True,,RCCall
593000001436,ACRB,SAPA English,Nicole Brown,Team Alpha,2025-11-30,135,12,722,85,954,0,N,1,Answering Machine,56,2914914443,True,,RCCall
593000001437,SAPA,CRC English,Jerome Viloria,Team Alpha,2025-06-16,130,24,350,106,610,0,N,0,Disconnected,30,3966313379,True,,RCCall
593000001438,ACR,CRC English,Nicole Brown,Team Beta,2025-06-24,178,18,694,98,988,114,Y,1,Payment Collected,25,7806697939,True,Repeat Caller,RCCall
593000001439,MRB,NRA English,Christopher Martinez,Team Alpha,2026-04-15,195,7,591,119,912,0,N,1,Wrong Number,0,4695965936,True,Escalation,RCCall
593000001440,ACR,Outbound Collection,Maria Santos,PXP - Sagility,2025-10-09,260,13,1055,111,1439,242,Y,1,No Answer,45,4646061881,True,Repeat Caller,RCCall
593000001441,PXP,Espanol,Christopher Martinez,Team Beta,2025-10-26,8,18,183,89,298,0,N,1,Answering Machine,32,9941883611,True,Escalation,RCCall
593000001442,SMED,IAI English,Ashley Wilson,Team Gamma,2025-07-05,226,2,661,43,932,0,N,1,Promise to Pay,54,4646782942,True,First Time Call,RCCall
593000001443,IAI,CRC English,Jennifer Lee,Team Beta,2025-06-23,73,20,451,77,621,0,N,1,Payment Collected,28,3707111417,True,Escalation,RCCall
593000001444,ESR,CRC English,David Chen,Team Alpha,2026-02-04,208,0,358,7,573,0,N,1,Answering Machine,58,6249369509,True,Escalation,RCCall
593000001445,SMED,Outbound Collection,Brandon Smith,Team Gamma,2025-06-16,279,7,329,94,709,0,N,1,In Queue,17,2797111530,True,,RCCall
593000001446,SMED,Espanol,Sarah Thompson,Collections South,2025-09-04,223,14,537,98,872,0,N,1,Promise to Pay,17,5752930705,True,,RCCall
593000001447,TRI,Outbound Collection,Sarah Thompson,Team Beta,2026-03-21,22,23,701,78,824,0,N,0,Promise to Pay,42,8520238382,True,,RCCall
593000001448,SAPA,IAI English,Maria Santos,PXP - Sagility,2025-10-26,103,26,100,79,308,0,N,0,No Answer,51,4071273230,True,Escalation,RCCall
593000001449,CRC,Espanol,David Chen,Collections North,2026-01-29,179,16,119,102,416,0,N,1,Payment Collected,58,9835238137,True,Repeat Caller,RCCall
593000001450,SAPA,NRA English,Robert Garcia,Collections South,2026-04-16,239,23,758,86,1106,0,N,0,Promise to Pay,5,4378469158,True,,RCCall
593000001451,PMR,SAPA English,Michael Rivera,Collections South,2026-03-02,264,9,807,24,1104,0,N,1,Left Message,54,2832755341,True,Repeat Caller,RCCall
593000001452,NRAA,CRC English,Brandon Smith,RCM Offshore,2025-09-14,66,3,569,66,704,0,N,1,Patient Refused,42,4750905545,True,Escalation,RCCall
593000001453,NRA,PMR English,Christopher Martinez,Team Beta,2026-03-01,224,16,960,67,1267,0,N,1,Promise to Pay,3,3430747410,True,,RCCall
593000001454,NRA,Inbound Main,Christopher Martinez,RCM Offshore,2026-01-08,21,15,992,20,1048,0,N,1,Resolved,48,2621782464,True,Repeat Caller,RCCall
593000001455,SMED,IAI English,Jerome Viloria,Collections South,2025-10-09,86,7,198,13,304,0,N,1,Left Message,33,4780338312,True,Repeat Caller,RCCall
593000001456,NRA,Inbound Main,Brandon Smith,Team Beta,2025-07-19,128,25,975,46,1174,0,N,0,Left Message,0,6502093470,True,First Time Call,RCCall
593000001457,CRC,NRA English,Christopher Martinez,RCM Offshore,2025-09-04,145,10,952,44,1151,73,Y,1,Wrong Number,36,2906019774,True,,RCCall
593000001458,ESR,CRC English,David Chen,Collections North,2025-06-12,98,13,1108,35,1254,0,N,1,Callback Scheduled,12,2801605619,True,First Time Call,RCCall
593000001459,SAPA,IAI English,Nicole Brown,Team Gamma,2026-03-29,77,13,969,88,1147,0,N,1,Answering Machine,10,5217779988,True,Escalation,RCCall
593000001460,NRAA,Outbound Collection,Maria Santos,Collections North,2025-09-21,242,0,1036,2,1280,0,N,1,Resolved,25,9484669753,True,Escalation,RCCall
593000001461,ACRB,Inbound Main,Michael Rivera,Collections South,2025-11-15,99,28,577,97,801,0,N,0,Patient Refused,30,3704368594,True,Repeat Caller,RCCall
593000001462,RASFA,Inbound Main,Jennifer Lee,Team Alpha,2025-09-22,287,6,210,34,537,33,Y,1,Callback Scheduled,33,3988484760,True,Repeat Caller,RCCall
593000001463,NRA,Inbound Main,Jerome Viloria,Team Alpha,2025-07-27,182,15,98,83,378,0,N,1,Promise to Pay,45,4747853067,True,First Time Call,RCCall
593000001464,GRH,Outbound Collection,Brandon Smith,Team Gamma,2025-08-09,74,5,805,54,938,22,Y,1,Answering Machine,14,2015189115,True,First Time Call,RCCall
593000001465,TRI,NRA English,Amanda Johnson,Team Gamma,2026-03-19,215,23,1029,51,1318,0,N,0,Disconnected,0,2064226488,True,Escalation,RCCall
593000001466,ESR,NRA English,Brandon Smith,RCM Offshore,2026-03-25,36,17,898,77,1028,0,N,1,In Queue,56,8316423265,True,Repeat Caller,RCCall
593000001467,SAPA,CRC English,Christopher Martinez,Collections North,2026-03-31,138,8,1177,79,1402,0,N,1,Promise to Pay,36,9864475338,True,First Time Call,RCCall
593000001468,NRAA,Outbound Collection,Michael Rivera,Team Alpha,2025-11-30,55,1,117,53,226,0,N,1,Callback Scheduled,57,3967809638,True,Escalation,RCCall
593000001469,ESR,PMR English,Ashley Wilson,Collections North,2026-03-02,210,24,969,11,1214,0,N,0,No Answer,54,3751071986,True,Escalation,RCCall
593000001470,NRA,NRA English,Christopher Martinez,Team Alpha,2025-12-22,66,13,1105,38,1222,0,N,1,Answering Machine,31,6453343031,True,Repeat Caller,RCCall
593000001471,RASFA,Espanol,Maria Santos,Collections South,2025-06-08,14,28,637,25,704,0,N,0,Callback Scheduled,25,3081782910,True,Repeat Caller,RCCall
593000001472,ACR,Outbound Collection,Sarah Thompson,Team Alpha,2025-12-21,276,16,484,24,800,239,Y,1,Left Message,44,9233450884,True,Repeat Caller,RCCall
593000001473,GSIA,CRC English,Brandon Smith,Team Alpha,2025-05-24,238,5,569,86,898,0,N,1,In Queue,7,2167345440,True,Escalation,RCCall
593000001474,NRA,Espanol,Brandon Smith,PXP - Sagility,2025-06-19,138,2,682,15,837,0,N,1,Payment Collected,24,2464937620,True,Repeat Caller,RCCall
593000001475,GRH,PMR English,David Chen,Collections North,2026-02-27,298,22,1029,44,1393,0,N,0,Resolved,13,4653748013,True,Escalation,RCCall
593000001476,SMED,Outbound Collection,David Chen,Team Gamma,2026-03-02,150,17,887,4,1058,34,Y,1,Disconnected,42,2301953699,True,,RCCall
593000001477,NRA,Espanol,Christopher Martinez,Team Gamma,2025-12-06,201,3,430,113,747,0,N,1,Resolved,44,4180251678,True,Repeat Caller,RCCall
593000001478,SAPA,Outbound Collection,Christopher Martinez,RCM Offshore,2025-11-14,118,3,470,59,650,0,N,1,Resolved,31,5930456146,True,Escalation,RCCall
593000001479,NRAA,CRC English,Sarah Thompson,PXP - Sagility,2026-02-13,68,10,562,114,754,0,N,1,Left Message,11,3394685995,True,,RCCall
593000001480,CRC,CRC English,Maria Santos,Team Alpha,2025-09-18,150,13,653,3,819,0,N,1,Patient Refused,19,7889347374,True,,RCCall
593000001481,ESR,CRC English,Sarah Thompson,PXP - Sagility,2025-06-24,92,18,503,12,625,0,N,1,Patient Refused,12,4482768254,True,Repeat Caller,RCCall
593000001482,PXP,Inbound Main,Jennifer Lee,RCM Offshore,2026-04-07,104,12,266,29,411,0,N,1,Left Message,50,8469574598,True,,RCCall
593000001483,IAI,Outbound Collection,Brandon Smith,PXP - Sagility,2025-07-26,106,16,1067,38,1227,0,N,1,Patient Refused,58,5598286144,True,Repeat Caller,RCCall
593000001484,SAPA,PMR English,Jerome Viloria,Collections South,2025-11-01,297,17,880,101,1295,0,N,1,Patient Refused,36,9074308796,True,,RCCall
593000001485,PMR,Espanol,Christopher Martinez,Team Alpha,2025-09-27,270,20,1056,58,1404,0,N,1,Callback Scheduled,16,2723184977,True,,RCCall
